id,cast,crew
1149,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Angelina Jolie"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Scarlett Johansson"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Robert Downey Jr"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 1""}]"
1150,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 15""}]"
1151,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Will Smith"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1152,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Amy Adams"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Margot Robbie"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 36""}]"
1153,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 16""}]"
1154,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 2""}]"
1155,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Amy Adams"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 12""}]"
1156,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Anne Hathaway"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 14""}]"
1157,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1158,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 42""}]"
1159,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 2""}]"
1160,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Christian Bale"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Tom Hardy"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Chris Evans"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 3""}]"
1161,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Margot Robbie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 30""}]"
1162,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 42""}]"
1163,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emma Stone"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Matt Damon"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 33""}]"
1164,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Robert Downey Jr"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 27""}]"
1165,"[{""cast_id"": 0, ""name"": ""Robert Downey Jr"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 9""}]"
1166,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Natalie Portman"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 12""}]"
1167,"[{""cast_id"": 0, ""name"": ""Anne Hathaway"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Chris Evans"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Amy Adams"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emily Blunt"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 48""}]"
1168,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Christian Bale"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 48""}]"
1169,"[{""cast_id"": 0, ""name"": ""Emma Stone"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Angelina Jolie"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 40""}]"
1170,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1171,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Angelina Jolie"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Anne Hathaway"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 20""}]"
1172,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Matt Damon"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Chris Evans"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emily Blunt"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 47""}]"
1173,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Gal Gadot"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 13""}]"
1174,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emily Blunt"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 26""}]"
1175,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Will Smith"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emma Stone"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1176,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 16""}]"
1177,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 38""}]"
1178,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 14""}]"
1179,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Chris Evans"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Christian Bale"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 43""}]"
1180,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 22""}]"
1181,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Angelina Jolie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 12""}]"
1182,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Margot Robbie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 35""}]"
1183,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Matt Damon"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Gal Gadot"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Will Smith"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 32""}]"
1184,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Chris Evans"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1185,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Anne Hathaway"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Robert Downey Jr"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 24""}]"
1186,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Ryan Gosling"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 38""}]"
1187,"[{""cast_id"": 0, ""name"": ""Emma Stone"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Margot Robbie"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 46""}]"
1188,"[{""cast_id"": 0, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Angelina Jolie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 21""}]"
1189,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Brad Pitt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Margot Robbie"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 9""}]"
1190,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 32""}]"
1191,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Tom Hardy"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Angelina Jolie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 34""}]"
1192,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Gal Gadot"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 16""}]"
1193,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emma Stone"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Brad Pitt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Scarlett Johansson"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Angelina Jolie"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Amy Adams"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 10""}]"
1194,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 35""}]"
1195,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Angelina Jolie"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Emma Stone"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Ryan Gosling"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Robert Downey Jr"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 41""}]"
1196,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Chris Evans"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 25""}]"
1197,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Matt Damon"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emma Stone"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Amy Adams"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Margot Robbie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 22""}]"
1198,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 8""}]"
1199,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Ryan Gosling"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Brad Pitt"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 5""}]"
