Date,Currency_Code,Currency_Name,Country,Rate_to_EUR
2025-04-15,HRK,Croatian Kuna,Croatia,7.7368
2025-04-15,CHF,Swiss Franc,Switzerland,0.9437
2025-04-15,GBP,British Pound,United Kingdom,0.8607
2025-04-15,USD,US Dollar,United States,1.0531
2025-04-16,EUR,Euro,Eurozone,1.0029
2025-04-16,SEK,Swedish Krona,Sweden,11.169
2025-04-16,NOK,Norwegian Krone,Norway,11.6544
2025-04-16,DKK,Danish Krone,Denmark,7.4102
2025-04-16,PLN,Polish Zloty,Poland,4.2527
2025-04-16,CZK,Czech Koruna,Czech Republic,24.5681
2025-04-16,HUF,Hungarian Forint,Hungary,389.1302
2025-04-16,RON,Romanian Leu,Romania,4.8497
2025-04-16,HRK,Croatian Kuna,Croatia,7.384
2025-04-16,CHF,Swiss Franc,Switzerland,0.9675
2025-04-16,GBP,British Pound,United Kingdom,0.8571
2025-04-16,USD,US Dollar,United States,1.0821
2025-04-17,EUR,Euro,Eurozone,1.0224
2025-04-17,SEK,Swedish Krona,Sweden,11.5845
2025-04-17,NOK,Norwegian Krone,Norway,11.6375
2025-04-17,DKK,Danish Krone,Denmark,7.5999
2025-04-17,PLN,Polish Zloty,Poland,4.2751
2025-04-17,CZK,Czech Koruna,Czech Republic,24.8865
2025-04-17,HUF,Hungarian Forint,Hungary,391.2028
2025-04-17,RON,Romanian Leu,Romania,5.0214
2025-04-17,HRK,Croatian Kuna,Croatia,7.6123
2025-04-17,CHF,Swiss Franc,Switzerland,0.9296
2025-04-17,GBP,British Pound,United Kingdom,0.8411
2025-04-17,USD,US Dollar,United States,1.0886
2025-04-18,EUR,Euro,Eurozone,0.9777
2025-04-18,SEK,Swedish Krona,Sweden,11.303
2025-04-18,NOK,Norwegian Krone,Norway,11.7144
2025-04-18,DKK,Danish Krone,Denmark,7.5498
2025-04-18,PLN,Polish Zloty,Poland,4.3857
2025-04-18,CZK,Czech Koruna,Czech Republic,25.7433
2025-04-18,HUF,Hungarian Forint,Hungary,393.499
2025-04-18,RON,Romanian Leu,Romania,5.0387
2025-04-18,HRK,Croatian Kuna,Croatia,7.5838
2025-04-18,CHF,Swiss Franc,Switzerland,0.9223
2025-04-18,GBP,British Pound,United Kingdom,0.8355
2025-04-18,USD,US Dollar,United States,1.066
2025-04-21,EUR,Euro,Eurozone,0.9966
2025-04-21,SEK,Swedish Krona,Sweden,11.329
2025-04-21,NOK,Norwegian Krone,Norway,11.8232
2025-04-21,DKK,Danish Krone,Denmark,7.324
2025-04-21,PLN,Polish Zloty,Poland,4.2229
2025-04-21,CZK,Czech Koruna,Czech Republic,25.8802
2025-04-21,HUF,Hungarian Forint,Hungary,384.2459
2025-04-21,RON,Romanian Leu,Romania,4.9636
2025-04-21,HRK,Croatian Kuna,Croatia,7.5687
2025-04-21,CHF,Swiss Franc,Switzerland,0.9423
2025-04-21,GBP,British Pound,United Kingdom,0.8386
2025-04-21,USD,US Dollar,United States,1.0513
2025-04-22,EUR,Euro,Eurozone,0.9763
2025-04-22,SEK,Swedish Krona,Sweden,11.3078
2025-04-22,NOK,Norwegian Krone,Norway,11.6108
2025-04-22,DKK,Danish Krone,Denmark,7.3408
2025-04-22,PLN,Polish Zloty,Poland,4.3557
2025-04-22,CZK,Czech Koruna,Czech Republic,25.6636
2025-04-22,HUF,Hungarian Forint,Hungary,382.6767
2025-04-22,RON,Romanian Leu,Romania,4.9694
2025-04-22,HRK,Croatian Kuna,Croatia,7.6155
2025-04-22,CHF,Swiss Franc,Switzerland,0.926
2025-04-22,GBP,British Pound,United Kingdom,0.8501
2025-04-22,USD,US Dollar,United States,1.0874
2025-04-23,EUR,Euro,Eurozone,1.0239
2025-04-23,SEK,Swedish Krona,Sweden,11.4592
2025-04-23,NOK,Norwegian Krone,Norway,11.6378
2025-04-23,DKK,Danish Krone,Denmark,7.563
2025-04-23,PLN,Polish Zloty,Poland,4.285
2025-04-23,CZK,Czech Koruna,Czech Republic,25.393
2025-04-23,HUF,Hungarian Forint,Hungary,392.7015
2025-04-23,RON,Romanian Leu,Romania,4.8775
2025-04-23,HRK,Croatian Kuna,Croatia,7.6211
2025-04-23,CHF,Swiss Franc,Switzerland,0.9432
2025-04-23,GBP,British Pound,United Kingdom,0.8527
2025-04-23,USD,US Dollar,United States,1.1067
2025-04-24,EUR,Euro,Eurozone,0.9713
2025-04-24,SEK,Swedish Krona,Sweden,11.1256
2025-04-24,NOK,Norwegian Krone,Norway,11.2721
2025-04-24,DKK,Danish Krone,Denmark,7.5793
2025-04-24,PLN,Polish Zloty,Poland,4.3724
2025-04-24,CZK,Czech Koruna,Czech Republic,24.9252
2025-04-24,HUF,Hungarian Forint,Hungary,397.6474
2025-04-24,RON,Romanian Leu,Romania,4.939
2025-04-24,HRK,Croatian Kuna,Croatia,7.6458
2025-04-24,CHF,Swiss Franc,Switzerland,0.9374
2025-04-24,GBP,British Pound,United Kingdom,0.8555
2025-04-24,USD,US Dollar,United States,1.1082
2025-04-25,EUR,Euro,Eurozone,0.9851
2025-04-25,SEK,Swedish Krona,Sweden,10.9938
2025-04-25,NOK,Norwegian Krone,Norway,11.6387
2025-04-25,DKK,Danish Krone,Denmark,7.6701
2025-04-25,PLN,Polish Zloty,Poland,4.2883
2025-04-25,CZK,Czech Koruna,Czech Republic,24.5183
2025-04-25,HUF,Hungarian Forint,Hungary,389.706
2025-04-25,RON,Romanian Leu,Romania,4.9718
2025-04-25,HRK,Croatian Kuna,Croatia,7.3773
2025-04-25,CHF,Swiss Franc,Switzerland,0.9489
2025-04-25,GBP,British Pound,United Kingdom,0.8857
2025-04-25,USD,US Dollar,United States,1.0769
2025-04-28,EUR,Euro,Eurozone,0.9913
2025-04-28,SEK,Swedish Krona,Sweden,11.183
2025-04-28,NOK,Norwegian Krone,Norway,11.3126
2025-04-28,DKK,Danish Krone,Denmark,7.6316
2025-04-28,PLN,Polish Zloty,Poland,4.2979
2025-04-28,CZK,Czech Koruna,Czech Republic,25.0097
2025-04-28,HUF,Hungarian Forint,Hungary,397.2703
2025-04-28,RON,Romanian Leu,Romania,4.9527
2025-04-28,HRK,Croatian Kuna,Croatia,7.597
2025-04-28,CHF,Swiss Franc,Switzerland,0.9153
2025-04-28,GBP,British Pound,United Kingdom,0.8762
2025-04-28,USD,US Dollar,United States,1.1085
2025-04-29,EUR,Euro,Eurozone,1.0089
2025-04-29,SEK,Swedish Krona,Sweden,11.5568
2025-04-29,NOK,Norwegian Krone,Norway,11.3378
2025-04-29,DKK,Danish Krone,Denmark,7.4499
2025-04-29,PLN,Polish Zloty,Poland,4.3464
2025-04-29,CZK,Czech Koruna,Czech Republic,25.3035
2025-04-29,HUF,Hungarian Forint,Hungary,391.1735
2025-04-29,RON,Romanian Leu,Romania,4.9217
2025-04-29,HRK,Croatian Kuna,Croatia,7.3614
2025-04-29,CHF,Swiss Franc,Switzerland,0.9339
2025-04-29,GBP,British Pound,United Kingdom,0.8426
2025-04-29,USD,US Dollar,United States,1.0952
2025-04-30,EUR,Euro,Eurozone,0.9825
2025-04-30,SEK,Swedish Krona,Sweden,10.952
2025-04-30,NOK,Norwegian Krone,Norway,11.6164
2025-04-30,DKK,Danish Krone,Denmark,7.5026
2025-04-30,PLN,Polish Zloty,Poland,4.4164
2025-04-30,CZK,Czech Koruna,Czech Republic,25.2963
2025-04-30,HUF,Hungarian Forint,Hungary,389.8518
2025-04-30,RON,Romanian Leu,Romania,5.0604
2025-04-30,HRK,Croatian Kuna,Croatia,7.5482
2025-04-30,CHF,Swiss Franc,Switzerland,0.9163
2025-04-30,GBP,British Pound,United Kingdom,0.8634
2025-04-30,USD,US Dollar,United States,1.1064
2025-05-01,EUR,Euro,Eurozone,0.9938
2025-05-01,SEK,Swedish Krona,Sweden,11.1125
2025-05-01,NOK,Norwegian Krone,Norway,11.3323
2025-05-01,DKK,Danish Krone,Denmark,7.304
2025-05-01,PLN,Polish Zloty,Poland,4.3026
2025-05-01,CZK,Czech Koruna,Czech Republic,25.3246
2025-05-01,HUF,Hungarian Forint,Hungary,383.5983
2025-05-01,RON,Romanian Leu,Romania,5.1011
2025-05-01,HRK,Croatian Kuna,Croatia,7.6453
2025-05-01,CHF,Swiss Franc,Switzerland,0.9449
2025-05-01,GBP,British Pound,United Kingdom,0.8769
2025-05-01,USD,US Dollar,United States,1.0528
2025-05-02,EUR,Euro,Eurozone,0.9986
2025-05-02,SEK,Swedish Krona,Sweden,11.3378
2025-05-02,NOK,Norwegian Krone,Norway,11.8083
2025-05-02,DKK,Danish Krone,Denmark,7.5869
2025-05-02,PLN,Polish Zloty,Poland,4.2622
2025-05-02,CZK,Czech Koruna,Czech Republic,25.8461
2025-05-02,HUF,Hungarian Forint,Hungary,384.6308
2025-05-02,RON,Romanian Leu,Romania,5.0819
2025-05-02,HRK,Croatian Kuna,Croatia,7.7428
2025-05-02,CHF,Swiss Franc,Switzerland,0.9218
2025-05-02,GBP,British Pound,United Kingdom,0.8715
2025-05-02,USD,US Dollar,United States,1.0502
2025-05-05,EUR,Euro,Eurozone,0.9943
2025-05-05,SEK,Swedish Krona,Sweden,11.261
2025-05-05,NOK,Norwegian Krone,Norway,11.636
2025-05-05,DKK,Danish Krone,Denmark,7.6551
2025-05-05,PLN,Polish Zloty,Poland,4.3646
2025-05-05,CZK,Czech Koruna,Czech Republic,25.1517
2025-05-05,HUF,Hungarian Forint,Hungary,400.8114
2025-05-05,RON,Romanian Leu,Romania,5.1043
2025-05-05,HRK,Croatian Kuna,Croatia,7.3141
2025-05-05,CHF,Swiss Franc,Switzerland,0.9672
2025-05-05,GBP,British Pound,United Kingdom,0.8386
2025-05-05,USD,US Dollar,United States,1.1004
2025-05-06,EUR,Euro,Eurozone,0.9868
2025-05-06,SEK,Swedish Krona,Sweden,11.0017
2025-05-06,NOK,Norwegian Krone,Norway,11.5382
2025-05-06,DKK,Danish Krone,Denmark,7.5244
2025-05-06,PLN,Polish Zloty,Poland,4.2891
2025-05-06,CZK,Czech Koruna,Czech Republic,24.507
2025-05-06,HUF,Hungarian Forint,Hungary,395.8483
2025-05-06,RON,Romanian Leu,Romania,5.09
2025-05-06,HRK,Croatian Kuna,Croatia,7.4772
2025-05-06,CHF,Swiss Franc,Switzerland,0.924
2025-05-06,GBP,British Pound,United Kingdom,0.857
2025-05-06,USD,US Dollar,United States,1.0507
2025-05-07,EUR,Euro,Eurozone,1.0192
2025-05-07,SEK,Swedish Krona,Sweden,11.4703
2025-05-07,NOK,Norwegian Krone,Norway,11.6411
2025-05-07,DKK,Danish Krone,Denmark,7.3942
2025-05-07,PLN,Polish Zloty,Poland,4.3977
2025-05-07,CZK,Czech Koruna,Czech Republic,25.2626
2025-05-07,HUF,Hungarian Forint,Hungary,401.1953
2025-05-07,RON,Romanian Leu,Romania,5.0092
2025-05-07,HRK,Croatian Kuna,Croatia,7.6585
2025-05-07,CHF,Swiss Franc,Switzerland,0.9456
2025-05-07,GBP,British Pound,United Kingdom,0.8556
2025-05-07,USD,US Dollar,United States,1.1097
2025-05-08,EUR,Euro,Eurozone,1.0025
2025-05-08,SEK,Swedish Krona,Sweden,11.3209
2025-05-08,NOK,Norwegian Krone,Norway,11.3858
2025-05-08,DKK,Danish Krone,Denmark,7.5162
2025-05-08,PLN,Polish Zloty,Poland,4.3386
2025-05-08,CZK,Czech Koruna,Czech Republic,24.7039
2025-05-08,HUF,Hungarian Forint,Hungary,383.1019
2025-05-08,RON,Romanian Leu,Romania,5.0011
2025-05-08,HRK,Croatian Kuna,Croatia,7.6491
2025-05-08,CHF,Swiss Franc,Switzerland,0.9413
2025-05-08,GBP,British Pound,United Kingdom,0.8459
2025-05-08,USD,US Dollar,United States,1.0908
2025-05-09,EUR,Euro,Eurozone,0.9748
2025-05-09,SEK,Swedish Krona,Sweden,11.2107
2025-05-09,NOK,Norwegian Krone,Norway,11.3461
2025-05-09,DKK,Danish Krone,Denmark,7.3188
2025-05-09,PLN,Polish Zloty,Poland,4.2428
2025-05-09,CZK,Czech Koruna,Czech Republic,25.0088
2025-05-09,HUF,Hungarian Forint,Hungary,382.9027
2025-05-09,RON,Romanian Leu,Romania,4.9395
2025-05-09,HRK,Croatian Kuna,Croatia,7.5353
2025-05-09,CHF,Swiss Franc,Switzerland,0.9391
2025-05-09,GBP,British Pound,United Kingdom,0.854
2025-05-09,USD,US Dollar,United States,1.102
2025-05-12,EUR,Euro,Eurozone,0.9787
2025-05-12,SEK,Swedish Krona,Sweden,11.2538
2025-05-12,NOK,Norwegian Krone,Norway,11.2757
2025-05-12,DKK,Danish Krone,Denmark,7.268
2025-05-12,PLN,Polish Zloty,Poland,4.3391
2025-05-12,CZK,Czech Koruna,Czech Republic,25.2797
2025-05-12,HUF,Hungarian Forint,Hungary,402.4254
2025-05-12,RON,Romanian Leu,Romania,4.9873
2025-05-12,HRK,Croatian Kuna,Croatia,7.7377
2025-05-12,CHF,Swiss Franc,Switzerland,0.9145
2025-05-12,GBP,British Pound,United Kingdom,0.8393
2025-05-12,USD,US Dollar,United States,1.0505
2025-05-13,EUR,Euro,Eurozone,0.9811
2025-05-13,SEK,Swedish Krona,Sweden,11.2779
2025-05-13,NOK,Norwegian Krone,Norway,11.6811
2025-05-13,DKK,Danish Krone,Denmark,7.2566
2025-05-13,PLN,Polish Zloty,Poland,4.4356
2025-05-13,CZK,Czech Koruna,Czech Republic,25.6969
2025-05-13,HUF,Hungarian Forint,Hungary,388.698
2025-05-13,RON,Romanian Leu,Romania,4.8439
2025-05-13,HRK,Croatian Kuna,Croatia,7.3809
2025-05-13,CHF,Swiss Franc,Switzerland,0.919
2025-05-13,GBP,British Pound,United Kingdom,0.8406
2025-05-13,USD,US Dollar,United States,1.0812
2025-05-14,EUR,Euro,Eurozone,0.9848
2025-05-14,SEK,Swedish Krona,Sweden,11.1542
2025-05-14,NOK,Norwegian Krone,Norway,11.9201
2025-05-14,DKK,Danish Krone,Denmark,7.5425
2025-05-14,PLN,Polish Zloty,Poland,4.4364
2025-05-14,CZK,Czech Koruna,Czech Republic,24.64
2025-05-14,HUF,Hungarian Forint,Hungary,390.7173
2025-05-14,RON,Romanian Leu,Romania,4.9863
2025-05-14,HRK,Croatian Kuna,Croatia,7.3388
2025-05-14,CHF,Swiss Franc,Switzerland,0.912
2025-05-14,GBP,British Pound,United Kingdom,0.8688
2025-05-14,USD,US Dollar,United States,1.0892
2025-05-15,EUR,Euro,Eurozone,0.9946
2025-05-15,SEK,Swedish Krona,Sweden,11.243
2025-05-15,NOK,Norwegian Krone,Norway,11.5212
2025-05-15,DKK,Danish Krone,Denmark,7.2469
2025-05-15,PLN,Polish Zloty,Poland,4.2773
2025-05-15,CZK,Czech Koruna,Czech Republic,24.6921
2025-05-15,HUF,Hungarian Forint,Hungary,384.0188
2025-05-15,RON,Romanian Leu,Romania,5.1062
2025-05-15,HRK,Croatian Kuna,Croatia,7.5749
2025-05-15,CHF,Swiss Franc,Switzerland,0.9529
2025-05-15,GBP,British Pound,United Kingdom,0.8505
2025-05-15,USD,US Dollar,United States,1.0731
2025-05-16,EUR,Euro,Eurozone,0.9842
2025-05-16,SEK,Swedish Krona,Sweden,10.978
2025-05-16,NOK,Norwegian Krone,Norway,11.357
2025-05-16,DKK,Danish Krone,Denmark,7.5932
2025-05-16,PLN,Polish Zloty,Poland,4.366
2025-05-16,CZK,Czech Koruna,Czech Republic,25.2509
2025-05-16,HUF,Hungarian Forint,Hungary,392.9119
2025-05-16,RON,Romanian Leu,Romania,5.096
2025-05-16,HRK,Croatian Kuna,Croatia,7.337
2025-05-16,CHF,Swiss Franc,Switzerland,0.9276
2025-05-16,GBP,British Pound,United Kingdom,0.8523
2025-05-16,USD,US Dollar,United States,1.0983
2025-05-19,EUR,Euro,Eurozone,1.0296
2025-05-19,SEK,Swedish Krona,Sweden,11.075
2025-05-19,NOK,Norwegian Krone,Norway,11.8401
2025-05-19,DKK,Danish Krone,Denmark,7.608
2025-05-19,PLN,Polish Zloty,Poland,4.2486
2025-05-19,CZK,Czech Koruna,Czech Republic,25.0279
2025-05-19,HUF,Hungarian Forint,Hungary,391.3674
2025-05-19,RON,Romanian Leu,Romania,5.1126
2025-05-19,HRK,Croatian Kuna,Croatia,7.3858
2025-05-19,CHF,Swiss Franc,Switzerland,0.9569
2025-05-19,GBP,British Pound,United Kingdom,0.8514
2025-05-19,USD,US Dollar,United States,1.095
2025-05-20,EUR,Euro,Eurozone,0.9952
2025-05-20,SEK,Swedish Krona,Sweden,11.3029
2025-05-20,NOK,Norwegian Krone,Norway,11.8111
2025-05-20,DKK,Danish Krone,Denmark,7.5961
2025-05-20,PLN,Polish Zloty,Poland,4.415
2025-05-20,CZK,Czech Koruna,Czech Republic,24.5147
2025-05-20,HUF,Hungarian Forint,Hungary,398.0343
2025-05-20,RON,Romanian Leu,Romania,4.8626
2025-05-20,HRK,Croatian Kuna,Croatia,7.492
2025-05-20,CHF,Swiss Franc,Switzerland,0.9427
2025-05-20,GBP,British Pound,United Kingdom,0.855
2025-05-20,USD,US Dollar,United States,1.0813
2025-05-21,EUR,Euro,Eurozone,1.0298
2025-05-21,SEK,Swedish Krona,Sweden,11.0038
2025-05-21,NOK,Norwegian Krone,Norway,11.7019
2025-05-21,DKK,Danish Krone,Denmark,7.4135
2025-05-21,PLN,Polish Zloty,Poland,4.2249
2025-05-21,CZK,Czech Koruna,Czech Republic,24.6644
2025-05-21,HUF,Hungarian Forint,Hungary,404.1073
2025-05-21,RON,Romanian Leu,Romania,5.0832
2025-05-21,HRK,Croatian Kuna,Croatia,7.7139
2025-05-21,CHF,Swiss Franc,Switzerland,0.9677
2025-05-21,GBP,British Pound,United Kingdom,0.8449
2025-05-21,USD,US Dollar,United States,1.0706
2025-05-22,EUR,Euro,Eurozone,1.0102
2025-05-22,SEK,Swedish Krona,Sweden,11.2391
2025-05-22,NOK,Norwegian Krone,Norway,11.5233
2025-05-22,DKK,Danish Krone,Denmark,7.3964
2025-05-22,PLN,Polish Zloty,Poland,4.3443
2025-05-22,CZK,Czech Koruna,Czech Republic,25.2942
2025-05-22,HUF,Hungarian Forint,Hungary,385.507
2025-05-22,RON,Romanian Leu,Romania,4.9616
2025-05-22,HRK,Croatian Kuna,Croatia,7.5542
2025-05-22,CHF,Swiss Franc,Switzerland,0.944
2025-05-22,GBP,British Pound,United Kingdom,0.845
2025-05-22,USD,US Dollar,United States,1.0957
2025-05-23,EUR,Euro,Eurozone,0.9715
2025-05-23,SEK,Swedish Krona,Sweden,11.152
2025-05-23,NOK,Norwegian Krone,Norway,11.7747
2025-05-23,DKK,Danish Krone,Denmark,7.4886
2025-05-23,PLN,Polish Zloty,Poland,4.2581
2025-05-23,CZK,Czech Koruna,Czech Republic,25.4745
2025-05-23,HUF,Hungarian Forint,Hungary,395.0911
2025-05-23,RON,Romanian Leu,Romania,5.0583
2025-05-23,HRK,Croatian Kuna,Croatia,7.6362
2025-05-23,CHF,Swiss Franc,Switzerland,0.9462
2025-05-23,GBP,British Pound,United Kingdom,0.8594
2025-05-23,USD,US Dollar,United States,1.0562
2025-05-26,EUR,Euro,Eurozone,0.9857
2025-05-26,SEK,Swedish Krona,Sweden,11.1954
2025-05-26,NOK,Norwegian Krone,Norway,11.649
2025-05-26,DKK,Danish Krone,Denmark,7.4661
2025-05-26,PLN,Polish Zloty,Poland,4.2651
2025-05-26,CZK,Czech Koruna,Czech Republic,24.4344
2025-05-26,HUF,Hungarian Forint,Hungary,393.4112
2025-05-26,RON,Romanian Leu,Romania,4.9061
2025-05-26,HRK,Croatian Kuna,Croatia,7.636
2025-05-26,CHF,Swiss Franc,Switzerland,0.9132
2025-05-26,GBP,British Pound,United Kingdom,0.8644
2025-05-26,USD,US Dollar,United States,1.1086
2025-05-27,EUR,Euro,Eurozone,0.9805
2025-05-27,SEK,Swedish Krona,Sweden,11.2309
2025-05-27,NOK,Norwegian Krone,Norway,11.2961
2025-05-27,DKK,Danish Krone,Denmark,7.5163
2025-05-27,PLN,Polish Zloty,Poland,4.3331
2025-05-27,CZK,Czech Koruna,Czech Republic,25.04
2025-05-27,HUF,Hungarian Forint,Hungary,394.0047
2025-05-27,RON,Romanian Leu,Romania,5.0883
2025-05-27,HRK,Croatian Kuna,Croatia,7.3928
2025-05-27,CHF,Swiss Franc,Switzerland,0.9131
2025-05-27,GBP,British Pound,United Kingdom,0.8787
2025-05-27,USD,US Dollar,United States,1.085
2025-05-28,EUR,Euro,Eurozone,1.0234
2025-05-28,SEK,Swedish Krona,Sweden,11.3154
2025-05-28,NOK,Norwegian Krone,Norway,11.7955
2025-05-28,DKK,Danish Krone,Denmark,7.4285
2025-05-28,PLN,Polish Zloty,Poland,4.3848
2025-05-28,CZK,Czech Koruna,Czech Republic,25.804
2025-05-28,HUF,Hungarian Forint,Hungary,395.2028
2025-05-28,RON,Romanian Leu,Romania,4.8748
2025-05-28,HRK,Croatian Kuna,Croatia,7.4255
2025-05-28,CHF,Swiss Franc,Switzerland,0.923
2025-05-28,GBP,British Pound,United Kingdom,0.8469
2025-05-28,USD,US Dollar,United States,1.0675
2025-05-29,EUR,Euro,Eurozone,1.0033
2025-05-29,SEK,Swedish Krona,Sweden,11.3094
2025-05-29,NOK,Norwegian Krone,Norway,11.5289
2025-05-29,DKK,Danish Krone,Denmark,7.5117
2025-05-29,PLN,Polish Zloty,Poland,4.2115
2025-05-29,CZK,Czech Koruna,Czech Republic,24.5572
2025-05-29,HUF,Hungarian Forint,Hungary,385.7519
2025-05-29,RON,Romanian Leu,Romania,4.9754
2025-05-29,HRK,Croatian Kuna,Croatia,7.4008
2025-05-29,CHF,Swiss Franc,Switzerland,0.9278
2025-05-29,GBP,British Pound,United Kingdom,0.8549
2025-05-29,USD,US Dollar,United States,1.1002
2025-05-30,EUR,Euro,Eurozone,0.9708
2025-05-30,SEK,Swedish Krona,Sweden,11.3508
2025-05-30,NOK,Norwegian Krone,Norway,11.6973
2025-05-30,DKK,Danish Krone,Denmark,7.5937
2025-05-30,PLN,Polish Zloty,Poland,4.4322
2025-05-30,CZK,Czech Koruna,Czech Republic,24.455
2025-05-30,HUF,Hungarian Forint,Hungary,385.3258
2025-05-30,RON,Romanian Leu,Romania,5.0852
2025-05-30,HRK,Croatian Kuna,Croatia,7.5113
2025-05-30,CHF,Swiss Franc,Switzerland,0.9436
2025-05-30,GBP,British Pound,United Kingdom,0.8684
2025-05-30,USD,US Dollar,United States,1.0916
2025-06-02,EUR,Euro,Eurozone,1.0259
2025-06-02,SEK,Swedish Krona,Sweden,11.5854
2025-06-02,NOK,Norwegian Krone,Norway,11.733
2025-06-02,DKK,Danish Krone,Denmark,7.3648
2025-06-02,PLN,Polish Zloty,Poland,4.4184
2025-06-02,CZK,Czech Koruna,Czech Republic,24.499
2025-06-02,HUF,Hungarian Forint,Hungary,387.1508
2025-06-02,RON,Romanian Leu,Romania,5.0885
2025-06-02,HRK,Croatian Kuna,Croatia,7.4198
2025-06-02,CHF,Swiss Franc,Switzerland,0.9242
2025-06-02,GBP,British Pound,United Kingdom,0.8413
2025-06-02,USD,US Dollar,United States,1.1033
2025-06-03,EUR,Euro,Eurozone,1.0
2025-06-03,SEK,Swedish Krona,Sweden,11.3681
2025-06-03,NOK,Norwegian Krone,Norway,11.3987
2025-06-03,DKK,Danish Krone,Denmark,7.5755
2025-06-03,PLN,Polish Zloty,Poland,4.3874
2025-06-03,CZK,Czech Koruna,Czech Republic,24.8969
2025-06-03,HUF,Hungarian Forint,Hungary,391.3912
2025-06-03,RON,Romanian Leu,Romania,4.8834
2025-06-03,HRK,Croatian Kuna,Croatia,7.7453
2025-06-03,CHF,Swiss Franc,Switzerland,0.9482
2025-06-03,GBP,British Pound,United Kingdom,0.8824
2025-06-03,USD,US Dollar,United States,1.0673
2025-06-04,EUR,Euro,Eurozone,1.0169
2025-06-04,SEK,Swedish Krona,Sweden,11.4295
2025-06-04,NOK,Norwegian Krone,Norway,11.7132
2025-06-04,DKK,Danish Krone,Denmark,7.6684
2025-06-04,PLN,Polish Zloty,Poland,4.2924
2025-06-04,CZK,Czech Koruna,Czech Republic,24.6221
2025-06-04,HUF,Hungarian Forint,Hungary,397.554
2025-06-04,RON,Romanian Leu,Romania,5.0384
2025-06-04,HRK,Croatian Kuna,Croatia,7.5639
2025-06-04,CHF,Swiss Franc,Switzerland,0.9235
2025-06-04,GBP,British Pound,United Kingdom,0.8602
2025-06-04,USD,US Dollar,United States,1.0678
2025-06-05,EUR,Euro,Eurozone,0.9956
2025-06-05,SEK,Swedish Krona,Sweden,11.348
2025-06-05,NOK,Norwegian Krone,Norway,11.7504
2025-06-05,DKK,Danish Krone,Denmark,7.3401
2025-06-05,PLN,Polish Zloty,Poland,4.2955
2025-06-05,CZK,Czech Koruna,Czech Republic,24.8312
2025-06-05,HUF,Hungarian Forint,Hungary,386.3847
2025-06-05,RON,Romanian Leu,Romania,5.0545
2025-06-05,HRK,Croatian Kuna,Croatia,7.7149
2025-06-05,CHF,Swiss Franc,Switzerland,0.9327
2025-06-05,GBP,British Pound,United Kingdom,0.873
2025-06-05,USD,US Dollar,United States,1.1057
2025-06-06,EUR,Euro,Eurozone,1.0208
2025-06-06,SEK,Swedish Krona,Sweden,11.0359
2025-06-06,NOK,Norwegian Krone,Norway,11.897
2025-06-06,DKK,Danish Krone,Denmark,7.4048
2025-06-06,PLN,Polish Zloty,Poland,4.2783
2025-06-06,CZK,Czech Koruna,Czech Republic,24.5189
2025-06-06,HUF,Hungarian Forint,Hungary,393.1736
2025-06-06,RON,Romanian Leu,Romania,4.8534
2025-06-06,HRK,Croatian Kuna,Croatia,7.4164
2025-06-06,CHF,Swiss Franc,Switzerland,0.9297
2025-06-06,GBP,British Pound,United Kingdom,0.8759
2025-06-06,USD,US Dollar,United States,1.1043
2025-06-09,EUR,Euro,Eurozone,0.9881
2025-06-09,SEK,Swedish Krona,Sweden,11.4921
2025-06-09,NOK,Norwegian Krone,Norway,11.8282
2025-06-09,DKK,Danish Krone,Denmark,7.5785
2025-06-09,PLN,Polish Zloty,Poland,4.2284
2025-06-09,CZK,Czech Koruna,Czech Republic,25.4675
2025-06-09,HUF,Hungarian Forint,Hungary,404.007
2025-06-09,RON,Romanian Leu,Romania,5.0244
2025-06-09,HRK,Croatian Kuna,Croatia,7.4539
2025-06-09,CHF,Swiss Franc,Switzerland,0.94
2025-06-09,GBP,British Pound,United Kingdom,0.8675
2025-06-09,USD,US Dollar,United States,1.0807
2025-06-10,EUR,Euro,Eurozone,0.9772
2025-06-10,SEK,Swedish Krona,Sweden,11.1231
2025-06-10,NOK,Norwegian Krone,Norway,11.7901
2025-06-10,DKK,Danish Krone,Denmark,7.6218
2025-06-10,PLN,Polish Zloty,Poland,4.226
2025-06-10,CZK,Czech Koruna,Czech Republic,25.8635
2025-06-10,HUF,Hungarian Forint,Hungary,389.4585
2025-06-10,RON,Romanian Leu,Romania,5.0184
2025-06-10,HRK,Croatian Kuna,Croatia,7.6438
2025-06-10,CHF,Swiss Franc,Switzerland,0.9576
2025-06-10,GBP,British Pound,United Kingdom,0.883
2025-06-10,USD,US Dollar,United States,1.0679
2025-06-11,EUR,Euro,Eurozone,1.0215
2025-06-11,SEK,Swedish Krona,Sweden,11.0014
2025-06-11,NOK,Norwegian Krone,Norway,11.7225
2025-06-11,DKK,Danish Krone,Denmark,7.5683
2025-06-11,PLN,Polish Zloty,Poland,4.3661
2025-06-11,CZK,Czech Koruna,Czech Republic,24.8058
2025-06-11,HUF,Hungarian Forint,Hungary,402.3075
2025-06-11,RON,Romanian Leu,Romania,4.8713
2025-06-11,HRK,Croatian Kuna,Croatia,7.3283
2025-06-11,CHF,Swiss Franc,Switzerland,0.9523
2025-06-11,GBP,British Pound,United Kingdom,0.8587
