DateKey,Date,Year,Quarter,Month,MonthNumber,MonthName,Day,DayOfWeek,DayOfWeekName,WeekNumber,IsWeekend
20250407,2025-04-07,2025,2,4,4,April,7,1,Monday,15,0
20250408,2025-04-08,2025,2,4,4,April,8,2,Tuesday,15,0
20250409,2025-04-09,2025,2,4,4,April,9,3,Wednesday,15,0
20250410,2025-04-10,2025,2,4,4,April,10,4,Thursday,15,0
20250411,2025-04-11,2025,2,4,4,April,11,5,Friday,15,0
20250412,2025-04-12,2025,2,4,4,April,12,6,Saturday,15,1
20250413,2025-04-13,2025,2,4,4,April,13,7,Sunday,15,1
20250414,2025-04-14,2025,2,4,4,April,14,1,Monday,16,0
20250415,2025-04-15,2025,2,4,4,April,15,2,Tuesday,16,0
20250416,2025-04-16,2025,2,4,4,April,16,3,Wednesday,16,0
20250417,2025-04-17,2025,2,4,4,April,17,4,Thursday,16,0
20250418,2025-04-18,2025,2,4,4,April,18,5,Friday,16,0
20250419,2025-04-19,2025,2,4,4,April,19,6,Saturday,16,1
20250420,2025-04-20,2025,2,4,4,April,20,7,Sunday,16,1
20250421,2025-04-21,2025,2,4,4,April,21,1,Monday,17,0
20250422,2025-04-22,2025,2,4,4,April,22,2,Tuesday,17,0
20250423,2025-04-23,2025,2,4,4,April,23,3,Wednesday,17,0
20250424,2025-04-24,2025,2,4,4,April,24,4,Thursday,17,0
20250425,2025-04-25,2025,2,4,4,April,25,5,Friday,17,0
20250426,2025-04-26,2025,2,4,4,April,26,6,Saturday,17,1
20250427,2025-04-27,2025,2,4,4,April,27,7,Sunday,17,1
20250428,2025-04-28,2025,2,4,4,April,28,1,Monday,18,0
20250429,2025-04-29,2025,2,4,4,April,29,2,Tuesday,18,0
20250430,2025-04-30,2025,2,4,4,April,30,3,Wednesday,18,0
20250501,2025-05-01,2025,2,5,5,May,1,4,Thursday,18,0
20250502,2025-05-02,2025,2,5,5,May,2,5,Friday,18,0
20250503,2025-05-03,2025,2,5,5,May,3,6,Saturday,18,1
20250504,2025-05-04,2025,2,5,5,May,4,7,Sunday,18,1
20250505,2025-05-05,2025,2,5,5,May,5,1,Monday,19,0
20250506,2025-05-06,2025,2,5,5,May,6,2,Tuesday,19,0
20250507,2025-05-07,2025,2,5,5,May,7,3,Wednesday,19,0
20250508,2025-05-08,2025,2,5,5,May,8,4,Thursday,19,0
20250509,2025-05-09,2025,2,5,5,May,9,5,Friday,19,0
20250510,2025-05-10,2025,2,5,5,May,10,6,Saturday,19,1
20250511,2025-05-11,2025,2,5,5,May,11,7,Sunday,19,1
20250512,2025-05-12,2025,2,5,5,May,12,1,Monday,20,0
20250513,2025-05-13,2025,2,5,5,May,13,2,Tuesday,20,0
20250514,2025-05-14,2025,2,5,5,May,14,3,Wednesday,20,0
20250515,2025-05-15,2025,2,5,5,May,15,4,Thursday,20,0
20250516,2025-05-16,2025,2,5,5,May,16,5,Friday,20,0
20250517,2025-05-17,2025,2,5,5,May,17,6,Saturday,20,1
20250518,2025-05-18,2025,2,5,5,May,18,7,Sunday,20,1
20250519,2025-05-19,2025,2,5,5,May,19,1,Monday,21,0
20250520,2025-05-20,2025,2,5,5,May,20,2,Tuesday,21,0
20250521,2025-05-21,2025,2,5,5,May,21,3,Wednesday,21,0
20250522,2025-05-22,2025,2,5,5,May,22,4,Thursday,21,0
20250523,2025-05-23,2025,2,5,5,May,23,5,Friday,21,0
20250524,2025-05-24,2025,2,5,5,May,24,6,Saturday,21,1
20250525,2025-05-25,2025,2,5,5,May,25,7,Sunday,21,1
20250526,2025-05-26,2025,2,5,5,May,26,1,Monday,22,0
20250527,2025-05-27,2025,2,5,5,May,27,2,Tuesday,22,0
20250528,2025-05-28,2025,2,5,5,May,28,3,Wednesday,22,0
20250529,2025-05-29,2025,2,5,5,May,29,4,Thursday,22,0
20250530,2025-05-30,2025,2,5,5,May,30,5,Friday,22,0
20250531,2025-05-31,2025,2,5,5,May,31,6,Saturday,22,1
20250601,2025-06-01,2025,2,6,6,June,1,7,Sunday,22,1
20250602,2025-06-02,2025,2,6,6,June,2,1,Monday,23,0
20250603,2025-06-03,2025,2,6,6,June,3,2,Tuesday,23,0
20250604,2025-06-04,2025,2,6,6,June,4,3,Wednesday,23,0
20250605,2025-06-05,2025,2,6,6,June,5,4,Thursday,23,0
20250606,2025-06-06,2025,2,6,6,June,6,5,Friday,23,0
20250607,2025-06-07,2025,2,6,6,June,7,6,Saturday,23,1
20250608,2025-06-08,2025,2,6,6,June,8,7,Sunday,23,1
20250609,2025-06-09,2025,2,6,6,June,9,1,Monday,24,0
20250610,2025-06-10,2025,2,6,6,June,10,2,Tuesday,24,0
20250611,2025-06-11,2025,2,6,6,June,11,3,Wednesday,24,0
20250612,2025-06-12,2025,2,6,6,June,12,4,Thursday,24,0
20250613,2025-06-13,2025,2,6,6,June,13,5,Friday,24,0
20250614,2025-06-14,2025,2,6,6,June,14,6,Saturday,24,1
20250615,2025-06-15,2025,2,6,6,June,15,7,Sunday,24,1
20250616,2025-06-16,2025,2,6,6,June,16,1,Monday,25,0
20250617,2025-06-17,2025,2,6,6,June,17,2,Tuesday,25,0
20250618,2025-06-18,2025,2,6,6,June,18,3,Wednesday,25,0
20250619,2025-06-19,2025,2,6,6,June,19,4,Thursday,25,0
20250620,2025-06-20,2025,2,6,6,June,20,5,Friday,25,0
20250621,2025-06-21,2025,2,6,6,June,21,6,Saturday,25,1
20250622,2025-06-22,2025,2,6,6,June,22,7,Sunday,25,1
20250623,2025-06-23,2025,2,6,6,June,23,1,Monday,26,0
20250624,2025-06-24,2025,2,6,6,June,24,2,Tuesday,26,0
20250625,2025-06-25,2025,2,6,6,June,25,3,Wednesday,26,0
20250626,2025-06-26,2025,2,6,6,June,26,4,Thursday,26,0
20250627,2025-06-27,2025,2,6,6,June,27,5,Friday,26,0
20250628,2025-06-28,2025,2,6,6,June,28,6,Saturday,26,1
20250629,2025-06-29,2025,2,6,6,June,29,7,Sunday,26,1
20250630,2025-06-30,2025,2,6,6,June,30,1,Monday,27,0
20250701,2025-07-01,2025,3,7,7,July,1,2,Tuesday,27,0
20250702,2025-07-02,2025,3,7,7,July,2,3,Wednesday,27,0
20250703,2025-07-03,2025,3,7,7,July,3,4,Thursday,27,0
20250704,2025-07-04,2025,3,7,7,July,4,5,Friday,27,0
20250705,2025-07-05,2025,3,7,7,July,5,6,Saturday,27,1
20250706,2025-07-06,2025,3,7,7,July,6,7,Sunday,27,1
20250707,2025-07-07,2025,3,7,7,July,7,1,Monday,28,0
20250708,2025-07-08,2025,3,7,7,July,8,2,Tuesday,28,0
20250709,2025-07-09,2025,3,7,7,July,9,3,Wednesday,28,0
20250710,2025-07-10,2025,3,7,7,July,10,4,Thursday,28,0
20250711,2025-07-11,2025,3,7,7,July,11,5,Friday,28,0
20250712,2025-07-12,2025,3,7,7,July,12,6,Saturday,28,1
20250713,2025-07-13,2025,3,7,7,July,13,7,Sunday,28,1
20250714,2025-07-14,2025,3,7,7,July,14,1,Monday,29,0
20250715,2025-07-15,2025,3,7,7,July,15,2,Tuesday,29,0
20250716,2025-07-16,2025,3,7,7,July,16,3,Wednesday,29,0
20250717,2025-07-17,2025,3,7,7,July,17,4,Thursday,29,0
20250718,2025-07-18,2025,3,7,7,July,18,5,Friday,29,0
20250719,2025-07-19,2025,3,7,7,July,19,6,Saturday,29,1
20250720,2025-07-20,2025,3,7,7,July,20,7,Sunday,29,1
20250721,2025-07-21,2025,3,7,7,July,21,1,Monday,30,0
20250722,2025-07-22,2025,3,7,7,July,22,2,Tuesday,30,0
20250723,2025-07-23,2025,3,7,7,July,23,3,Wednesday,30,0
20250724,2025-07-24,2025,3,7,7,July,24,4,Thursday,30,0
20250725,2025-07-25,2025,3,7,7,July,25,5,Friday,30,0
20250726,2025-07-26,2025,3,7,7,July,26,6,Saturday,30,1
20250727,2025-07-27,2025,3,7,7,July,27,7,Sunday,30,1
20250728,2025-07-28,2025,3,7,7,July,28,1,Monday,31,0
20250729,2025-07-29,2025,3,7,7,July,29,2,Tuesday,31,0
20250730,2025-07-30,2025,3,7,7,July,30,3,Wednesday,31,0
20250731,2025-07-31,2025,3,7,7,July,31,4,Thursday,31,0
20250801,2025-08-01,2025,3,8,8,August,1,5,Friday,31,0
20250802,2025-08-02,2025,3,8,8,August,2,6,Saturday,31,1
20250803,2025-08-03,2025,3,8,8,August,3,7,Sunday,31,1
20250804,2025-08-04,2025,3,8,8,August,4,1,Monday,32,0
20250805,2025-08-05,2025,3,8,8,August,5,2,Tuesday,32,0
20250806,2025-08-06,2025,3,8,8,August,6,3,Wednesday,32,0
20250807,2025-08-07,2025,3,8,8,August,7,4,Thursday,32,0
20250808,2025-08-08,2025,3,8,8,August,8,5,Friday,32,0
20250809,2025-08-09,2025,3,8,8,August,9,6,Saturday,32,1
20250810,2025-08-10,2025,3,8,8,August,10,7,Sunday,32,1
20250811,2025-08-11,2025,3,8,8,August,11,1,Monday,33,0
20250812,2025-08-12,2025,3,8,8,August,12,2,Tuesday,33,0
20250813,2025-08-13,2025,3,8,8,August,13,3,Wednesday,33,0
20250814,2025-08-14,2025,3,8,8,August,14,4,Thursday,33,0
20250815,2025-08-15,2025,3,8,8,August,15,5,Friday,33,0
20250816,2025-08-16,2025,3,8,8,August,16,6,Saturday,33,1
20250817,2025-08-17,2025,3,8,8,August,17,7,Sunday,33,1
20250818,2025-08-18,2025,3,8,8,August,18,1,Monday,34,0
20250819,2025-08-19,2025,3,8,8,August,19,2,Tuesday,34,0
20250820,2025-08-20,2025,3,8,8,August,20,3,Wednesday,34,0
20250821,2025-08-21,2025,3,8,8,August,21,4,Thursday,34,0
20250822,2025-08-22,2025,3,8,8,August,22,5,Friday,34,0
20250823,2025-08-23,2025,3,8,8,August,23,6,Saturday,34,1
20250824,2025-08-24,2025,3,8,8,August,24,7,Sunday,34,1
20250825,2025-08-25,2025,3,8,8,August,25,1,Monday,35,0
20250826,2025-08-26,2025,3,8,8,August,26,2,Tuesday,35,0
20250827,2025-08-27,2025,3,8,8,August,27,3,Wednesday,35,0
20250828,2025-08-28,2025,3,8,8,August,28,4,Thursday,35,0
20250829,2025-08-29,2025,3,8,8,August,29,5,Friday,35,0
20250830,2025-08-30,2025,3,8,8,August,30,6,Saturday,35,1
20250831,2025-08-31,2025,3,8,8,August,31,7,Sunday,35,1
20250901,2025-09-01,2025,3,9,9,September,1,1,Monday,36,0
20250902,2025-09-02,2025,3,9,9,September,2,2,Tuesday,36,0
20250903,2025-09-03,2025,3,9,9,September,3,3,Wednesday,36,0
20250904,2025-09-04,2025,3,9,9,September,4,4,Thursday,36,0
20250905,2025-09-05,2025,3,9,9,September,5,5,Friday,36,0
20250906,2025-09-06,2025,3,9,9,September,6,6,Saturday,36,1
20250907,2025-09-07,2025,3,9,9,September,7,7,Sunday,36,1
20250908,2025-09-08,2025,3,9,9,September,8,1,Monday,37,0
20250909,2025-09-09,2025,3,9,9,September,9,2,Tuesday,37,0
20250910,2025-09-10,2025,3,9,9,September,10,3,Wednesday,37,0
20250911,2025-09-11,2025,3,9,9,September,11,4,Thursday,37,0
20250912,2025-09-12,2025,3,9,9,September,12,5,Friday,37,0
20250913,2025-09-13,2025,3,9,9,September,13,6,Saturday,37,1
20250914,2025-09-14,2025,3,9,9,September,14,7,Sunday,37,1
20250915,2025-09-15,2025,3,9,9,September,15,1,Monday,38,0
20250916,2025-09-16,2025,3,9,9,September,16,2,Tuesday,38,0
20250917,2025-09-17,2025,3,9,9,September,17,3,Wednesday,38,0
20250918,2025-09-18,2025,3,9,9,September,18,4,Thursday,38,0
20250919,2025-09-19,2025,3,9,9,September,19,5,Friday,38,0
20250920,2025-09-20,2025,3,9,9,September,20,6,Saturday,38,1
20250921,2025-09-21,2025,3,9,9,September,21,7,Sunday,38,1
20250922,2025-09-22,2025,3,9,9,September,22,1,Monday,39,0
20250923,2025-09-23,2025,3,9,9,September,23,2,Tuesday,39,0
20250924,2025-09-24,2025,3,9,9,September,24,3,Wednesday,39,0
20250925,2025-09-25,2025,3,9,9,September,25,4,Thursday,39,0
20250926,2025-09-26,2025,3,9,9,September,26,5,Friday,39,0
20250927,2025-09-27,2025,3,9,9,September,27,6,Saturday,39,1
20250928,2025-09-28,2025,3,9,9,September,28,7,Sunday,39,1
20250929,2025-09-29,2025,3,9,9,September,29,1,Monday,40,0
20250930,2025-09-30,2025,3,9,9,September,30,2,Tuesday,40,0
20251001,2025-10-01,2025,4,10,10,October,1,3,Wednesday,40,0
20251002,2025-10-02,2025,4,10,10,October,2,4,Thursday,40,0
20251003,2025-10-03,2025,4,10,10,October,3,5,Friday,40,0
20251004,2025-10-04,2025,4,10,10,October,4,6,Saturday,40,1
20251005,2025-10-05,2025,4,10,10,October,5,7,Sunday,40,1
20251006,2025-10-06,2025,4,10,10,October,6,1,Monday,41,0
20251007,2025-10-07,2025,4,10,10,October,7,2,Tuesday,41,0
20251008,2025-10-08,2025,4,10,10,October,8,3,Wednesday,41,0
20251009,2025-10-09,2025,4,10,10,October,9,4,Thursday,41,0
20251010,2025-10-10,2025,4,10,10,October,10,5,Friday,41,0
20251011,2025-10-11,2025,4,10,10,October,11,6,Saturday,41,1
20251012,2025-10-12,2025,4,10,10,October,12,7,Sunday,41,1
20251013,2025-10-13,2025,4,10,10,October,13,1,Monday,42,0
20251014,2025-10-14,2025,4,10,10,October,14,2,Tuesday,42,0
20251015,2025-10-15,2025,4,10,10,October,15,3,Wednesday,42,0
20251016,2025-10-16,2025,4,10,10,October,16,4,Thursday,42,0
20251017,2025-10-17,2025,4,10,10,October,17,5,Friday,42,0
20251018,2025-10-18,2025,4,10,10,October,18,6,Saturday,42,1
20251019,2025-10-19,2025,4,10,10,October,19,7,Sunday,42,1
20251020,2025-10-20,2025,4,10,10,October,20,1,Monday,43,0
20251021,2025-10-21,2025,4,10,10,October,21,2,Tuesday,43,0
20251022,2025-10-22,2025,4,10,10,October,22,3,Wednesday,43,0
20251023,2025-10-23,2025,4,10,10,October,23,4,Thursday,43,0
20251024,2025-10-24,2025,4,10,10,October,24,5,Friday,43,0
20251025,2025-10-25,2025,4,10,10,October,25,6,Saturday,43,1
20251026,2025-10-26,2025,4,10,10,October,26,7,Sunday,43,1
20251027,2025-10-27,2025,4,10,10,October,27,1,Monday,44,0
20251028,2025-10-28,2025,4,10,10,October,28,2,Tuesday,44,0
20251029,2025-10-29,2025,4,10,10,October,29,3,Wednesday,44,0
20251030,2025-10-30,2025,4,10,10,October,30,4,Thursday,44,0
20251031,2025-10-31,2025,4,10,10,October,31,5,Friday,44,0
20251101,2025-11-01,2025,4,11,11,November,1,6,Saturday,44,1
20251102,2025-11-02,2025,4,11,11,November,2,7,Sunday,44,1
20251103,2025-11-03,2025,4,11,11,November,3,1,Monday,45,0
20251104,2025-11-04,2025,4,11,11,November,4,2,Tuesday,45,0
20251105,2025-11-05,2025,4,11,11,November,5,3,Wednesday,45,0
20251106,2025-11-06,2025,4,11,11,November,6,4,Thursday,45,0
20251107,2025-11-07,2025,4,11,11,November,7,5,Friday,45,0
20251108,2025-11-08,2025,4,11,11,November,8,6,Saturday,45,1
20251109,2025-11-09,2025,4,11,11,November,9,7,Sunday,45,1
20251110,2025-11-10,2025,4,11,11,November,10,1,Monday,46,0
20251111,2025-11-11,2025,4,11,11,November,11,2,Tuesday,46,0
20251112,2025-11-12,2025,4,11,11,November,12,3,Wednesday,46,0
20251113,2025-11-13,2025,4,11,11,November,13,4,Thursday,46,0
20251114,2025-11-14,2025,4,11,11,November,14,5,Friday,46,0
20251115,2025-11-15,2025,4,11,11,November,15,6,Saturday,46,1
20251116,2025-11-16,2025,4,11,11,November,16,7,Sunday,46,1
20251117,2025-11-17,2025,4,11,11,November,17,1,Monday,47,0
20251118,2025-11-18,2025,4,11,11,November,18,2,Tuesday,47,0
20251119,2025-11-19,2025,4,11,11,November,19,3,Wednesday,47,0
20251120,2025-11-20,2025,4,11,11,November,20,4,Thursday,47,0
20251121,2025-11-21,2025,4,11,11,November,21,5,Friday,47,0
20251122,2025-11-22,2025,4,11,11,November,22,6,Saturday,47,1
20251123,2025-11-23,2025,4,11,11,November,23,7,Sunday,47,1
20251124,2025-11-24,2025,4,11,11,November,24,1,Monday,48,0
20251125,2025-11-25,2025,4,11,11,November,25,2,Tuesday,48,0
20251126,2025-11-26,2025,4,11,11,November,26,3,Wednesday,48,0
20251127,2025-11-27,2025,4,11,11,November,27,4,Thursday,48,0
20251128,2025-11-28,2025,4,11,11,November,28,5,Friday,48,0
20251129,2025-11-29,2025,4,11,11,November,29,6,Saturday,48,1
20251130,2025-11-30,2025,4,11,11,November,30,7,Sunday,48,1
20251201,2025-12-01,2025,4,12,12,December,1,1,Monday,49,0
20251202,2025-12-02,2025,4,12,12,December,2,2,Tuesday,49,0
20251203,2025-12-03,2025,4,12,12,December,3,3,Wednesday,49,0
20251204,2025-12-04,2025,4,12,12,December,4,4,Thursday,49,0
20251205,2025-12-05,2025,4,12,12,December,5,5,Friday,49,0
20251206,2025-12-06,2025,4,12,12,December,6,6,Saturday,49,1
20251207,2025-12-07,2025,4,12,12,December,7,7,Sunday,49,1
20251208,2025-12-08,2025,4,12,12,December,8,1,Monday,50,0
20251209,2025-12-09,2025,4,12,12,December,9,2,Tuesday,50,0
20251210,2025-12-10,2025,4,12,12,December,10,3,Wednesday,50,0
20251211,2025-12-11,2025,4,12,12,December,11,4,Thursday,50,0
20251212,2025-12-12,2025,4,12,12,December,12,5,Friday,50,0
20251213,2025-12-13,2025,4,12,12,December,13,6,Saturday,50,1
20251214,2025-12-14,2025,4,12,12,December,14,7,Sunday,50,1
20251215,2025-12-15,2025,4,12,12,December,15,1,Monday,51,0
20251216,2025-12-16,2025,4,12,12,December,16,2,Tuesday,51,0
20251217,2025-12-17,2025,4,12,12,December,17,3,Wednesday,51,0
20251218,2025-12-18,2025,4,12,12,December,18,4,Thursday,51,0
20251219,2025-12-19,2025,4,12,12,December,19,5,Friday,51,0
20251220,2025-12-20,2025,4,12,12,December,20,6,Saturday,51,1
20251221,2025-12-21,2025,4,12,12,December,21,7,Sunday,51,1
20251222,2025-12-22,2025,4,12,12,December,22,1,Monday,52,0
20251223,2025-12-23,2025,4,12,12,December,23,2,Tuesday,52,0
20251224,2025-12-24,2025,4,12,12,December,24,3,Wednesday,52,0
20251225,2025-12-25,2025,4,12,12,December,25,4,Thursday,52,0
20251226,2025-12-26,2025,4,12,12,December,26,5,Friday,52,0
20251227,2025-12-27,2025,4,12,12,December,27,6,Saturday,52,1
20251228,2025-12-28,2025,4,12,12,December,28,7,Sunday,52,1
20251229,2025-12-29,2025,4,12,12,December,29,1,Monday,1,0
20251230,2025-12-30,2025,4,12,12,December,30,2,Tuesday,1,0
20251231,2025-12-31,2025,4,12,12,December,31,3,Wednesday,1,0
