cis,atc,denomination,lien,substance,dosage,est_antihistaminique
69290545,J05AF01,"RETROVIR 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69290545,ZIDOVUDINE,100 mg,False
69291960,A02BC01,"OMEPRAZOLE VIATRIS 20 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69291960,OMÉPRAZOLE,20 mg,False
69292959,C01BC04,"FLECAINIDE ZENTIVA LP 150 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69292959,ACÉTATE DE FLÉCAÏNIDE,150 mg,False
69293057,R03BB01,"IPRATROPIUM VIATRIS 0,5 mg/2 ml ADULTES, solution pour inhalation par nébuliseur en récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69293057,IPRATROPIUM (BROMURE D') MONOHYDRATÉ,,False
69294611,A10BA02,"METFORMINE VIATRIS 1000 mg, comprimé dispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69294611,CHLORHYDRATE DE METFORMINE,1000 mg,False
69295649,J02AC01,"FLUCONAZOLE ZYDUS 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69295649,FLUCONAZOLE,"100,00 mg",False
69301034,H04AA01,"GLUCAGEN KIT 1 mg/ml, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69301034,CHLORHYDRATE DE GLUCAGON ,,False
69302392,N05AX12,"ARIPIPRAZOLE ARROW 5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69302392,ARIPIPRAZOLE,5 mg,False
69304169,A10AD04,"HUMALOG MIX25 100 UI/ml, suspension injectable en cartouche",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69304169,INSULINE LISPRO RECOMBINANTE ,100 UI,False
69304938,C03CA01,"LASILIX FAIBLE 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69304938,FUROSÉMIDE,20 mg,False
69307215,C02AC05,"MOXONIDINE VIATRIS 0,2 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69307215,MOXONIDINE,"0,2 mg",False
69307489,A05AA02,"ACIDE URSODESOXYCHOLIQUE ARROW 500 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69307489,ACIDE URSODÉSOXYCHOLIQUE,500 mg,False
69307585,N06AB10,"ESCITALOPRAM SANDOZ 10 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69307585,OXALATE D'ESCITALOPRAM,,False
69309020,L01EA02,"DASATINIB VIATRIS 140 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69309020,DASATINIB,140 mg,False
69309547,A12AA04,"CACIT 500 mg, comprimé effervescent",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69309547,CALCIUM (CARBONATE DE),1250 mg,False
69309586,C09DA06,"CANDESARTAN/HYDROCHLOROTHIAZIDE BIOGARAN 8 mg/12,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69309586,HYDROCHLOROTHIAZIDE,"12,5 mg",False
69310332,L04AX03,"METOJECT 20 mg/0,4 ml, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69310332,MÉTHOTREXATE DISODIQUE,,False
69311014,N05AX08,"RISPERIDONE EG 1 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69311014,RISPÉRIDONE,1 mg,False
69314170,N06AB05,"PAROXETINE ZENTIVA 20 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69314170,CHLORHYDRATE DE PAROXÉTINE HÉMIHYDRATÉ,,False
69316926,N01BA04,"CLOROTEKAL 10 mg/ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69316926,CHLORHYDRATE DE CHLOROPROCAÏNE,10 mg,False
69318400,C10AA03,"PRAVASTATINE EVOLUGEN PHARMA 20 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69318400,PRAVASTATINE SODIQUE,20 mg,False
69319897,N07XX02,"RILUZOLE SANDOZ 50 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69319897,RILUZOLE,50 mg,False
69320173,A04AD12,"APREPITANT ARROW 80 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69320173,APRÉPITANT,80 mg,False
69320440,J01CR05,"PIPERACILLINE/TAZOBACTAM REIG JOFRE 4 g/0,5 g, poudre pour solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69320440,PIPÉRACILLINE SODIQUE,,False
69323365,P02CF01,"IVERMECTINE ZENTIVA 3 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69323365,IVERMECTINE,3 mg,False
69323454,J01FA02,"SPIRAMYCINE VIATRIS 3 M.U.I, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69323454,SPIRAMYCINE,3 M.U.I.,False
69323970,N02BE01,"PARALYOC 250 mg, lyophilisat oral",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69323970,PARACÉTAMOL,250 mg,False
69324990,L01XK52,"AKEEGA 100 mg/500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69324990,TOSYLATE DE NIRAPARIB MONOHYDRATÉ,,False
69325747,C01CA24,"ADRENALINE RENAUDIN 0,25 mg/mL, solution injectable en ampoule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69325747,TARTRATE D'ADRÉNALINE,"0,455 mg",False
69325964,J01CR02,"LEVMENTIN 500 mg/50 mg, poudre pour solution injectable/pour perfusion (IV)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69325964,AMOXICILLINE SODIQUE,,False
69326436,L04AC19,"ENSPRYNG 120 mg, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69326436,SATRALIZUMAB ,120 mg,False
69327214,C09AA05,"RAMIPRIL SANDOZ 1,25 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69327214,RAMIPRIL,"1,25 mg",False
69335481,A02BC01,"OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69335481,OMÉPRAZOLE,20 mg,False
69337265,C09CA01,"LOSARTAN KRKA 100 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69337265,LOSARTAN POTASSIQUE,100 mg,False
69337475,C07AB07,"BISOPROLOL REF 5 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69337475,FUMARATE DE BISOPROLOL,5 mg,False
69339992,N05AH03,"OLANZAPINE ARROW 10 mg, comprimé orodispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69339992,OLANZAPINE,10 mg,False
69340279,B01AF02,"ELIQUIS 2,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69340279,APIXABAN,"2,5 mg",False
69340343,L04AC05,"STELARA 130 mg, solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69340343,USTÉKINUMAB ,130 mg,False
69346054,N06BA07,"MODAFINIL EG 100 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69346054,MODAFINIL,100 mg,False
69346531,G03DB03,"COLPRONE 5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69346531,MÉDROGESTONE,5 mg,False
69346798,C09DA06,"CANDESARTAN/HYDROCHLOROTHIAZIDE VIATRIS 8 mg/12,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69346798,HYDROCHLOROTHIAZIDE,"12,5 mg",False
69347028,N06AX16,"VENLAFAXINE VIATRIS LP 75 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69347028,CHLORHYDRATE DE VENLAFAXINE,"84,86 mg",False
69347302,N06AX21,"DULOXETINE TEVA 60 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69347302,CHLORHYDRATE DE DULOXÉTINE,,False
69347505,B05AA01,"ALBUREX 50 g/L, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69347505,ALBUMINE HUMAINE ,50 g,False
69348361,N06BA04,"RITALINE L.P. 40 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69348361,CHLORHYDRATE DE MÉTHYLPHÉNIDATE,40 mg,False
69349666,D06BB10,"ZYCLARA 3,75 %, crème",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69349666,IMIQUIMOD,"3,75 mg",False
69349673,N04BC04,"ROPINIROLE TEVA LP 2 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69349673,CHLORHYDRATE DE ROPINIROLE,,False
69349794,B02BD02,"ELOCTA 1500 UI, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69349794,EFMOROCTOCOG ALFA ,1500 UI,False
69352192,A10BB01,"GLIBENCLAMIDE BIOGARAN 2,5 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69352192,GLIBENCLAMIDE,"2,5 mg",False
69352630,J07BC01,"HBVAXPRO 5 microgrammes, suspension injectable en seringue préremplie. Vaccin de l'hépatite B (ADNr)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69352630,ANTIGÈNE  DE SURFACE DE L'HÉPATITE B RECOMBINANT  ,5 microgrammes,False
69354407,M04AA01,"ALLOPURINOL BIOGARAN 300 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69354407,ALLOPURINOL,300 mg,False
69356073,C09DA03,"VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 80 mg/12,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69356073,HYDROCHLOROTHIAZIDE,"12,50 mg",False
69356080,N03AX09,"LAMOTRIGINE TEVA 100 mg, comprimé dispersible ou à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69356080,LAMOTRIGINE,"100,0 mg",False
69357912,L01CD04,"CABAZITAXEL ACCORD 20 mg/mL, solution à diluer pour solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69357912,CABAZITAXEL,20 mg,False
69360552,C03DA01,"SPIRONOLACTONE ZYDUS 25 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69360552,SPIRONOLACTONE,25 mg,False
69364999,C01BD01,"AMIODARONE ALMUS 200 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69364999,CHLORHYDRATE D'AMIODARONE,200 mg,False
69365019,N02BF02,"PREGABALINE ZENTIVA 200 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69365019,PRÉGABALINE,200 mg,False
69366854,C10BA02,"EZETIMIBE/SIMVASTATINE ACCORD 10 mg/20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69366854,SIMVASTATINE,20 mg,False
69367995,L02BG03,"ANASTROZOLE ZENTIVA 1 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69367995,ANASTROZOLE,1 mg,False
69368816,C01BC04,"FLECAINIDE VIATRIS LP 50 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69368816,ACÉTATE DE FLÉCAÏNIDE,50 mg,False
69369640,A05AA02,"CHOLURSO 500 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69369640,ACIDE URSODÉOXYCHOLIQUE,500 mg,False
69370226,C09AA04,"PERINDOPRIL VIATRIS 2 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69370226,PÉRINDOPRIL TERT-BUTYLAMINE,2 mg,False
69372088,J02AC01,"FLUCONAZOLE TEVA 10 mg/mL, poudre pour suspension buvable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69372088,FLUCONAZOLE,10 mg,False
69375846,M03BX01,"LIORESAL 0,05 mg/1 ml, solution injectable par voie intrathécale en ampoule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69375846,BACLOFÈNE,"0,05 mg",False
69376535,R03AK06,"PROPIONATE DE FLUTICASONE/SALMETEROL SANDOZ 125 microgrammes/ 25 microgrammes/dose, suspension pour inhalation en flacon pressurisé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69376535,PROPIONATE DE FLUTICASONE,125 microgrammes,False
69376930,C07AB02,"LOPRESSOR L.P. 200 mg, comprimé sécable à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69376930,MÉTOPROLOL (TARTRATE DE),"200,00 mg",False
69377288,N03AX09,"LAMOTRIGINE TEVA 50 mg, comprimé dispersible ou à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69377288,LAMOTRIGINE,"50,0 mg",False
69379595,N06BA04,"METHYLPHENIDATE VIATRIS LP 36 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69379595,CHLORHYDRATE DE MÉTHYLPHÉNIDATE,36 mg,False
69380170,N05AX12,"ARIPIPRAZOLE EVOLUGEN 10 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69380170,ARIPIPRAZOLE,10 mg,False
69381219,C09DA06,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZENTIVA 8 mg/12,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69381219,HYDROCHLOROTHIAZIDE,"12,5 mg",False
69381411,L01EA02,"SPRYCEL 140 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69381411,DASATINIB MONOHYDRATÉ,,False
69381938,C10AA07,"ROSUVASTATINE ACCORD 5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69381938,ROSUVASTATINE CALCIQUE,,False
69384667,A10BB12,"GLIMEPIRIDE CRISTERS 2 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69384667,GLIMÉPIRIDE,"2,00 mg",False
69386390,N03AG01,"VALPROATE DE SODIUM ARROW L.P. 500 mg, comprimé pelliculé sécable à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69386390,VALPROATE DE SODIUM,500 mg,False
69388669,N06AB04,"SEROPRAM 20 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69388669,BROMHYDRATE DE CITALOPRAM,"24,98 mg",False
69390232,R03BA02,"BUDESONIDE CRISTERS 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69390232,BUDÉSONIDE,1 mg,False
69392443,C03CA01,"FUROSEMIDE EG 20 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69392443,FUROSÉMIDE,20 mg,False
69392468,L02BA01,"TAMOXIFENE EG 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69392468,CITRATE DE TAMOXIFÈNE,"30,4 mg",False
69393253,C09BA04,"PERINDOPRIL/INDAPAMIDE VIATRIS 4 mg/1,25 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69393253,INDAPAMIDE,"1,25 mg",False
69399555,N02BF02,"PREGABALINE ZYDUS 150 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69399555,PRÉGABALINE,150 mg,False
69399740,R07AX01,"KINOX 225 ppm mole/mole, gaz médicinal comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69399740,MONOXYDE D'AZOTE,225 ppm mole,False
69401038,L01EH03,"TUKYSA 150 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69401038,TUCATINIB,150 mg,False
69406163,H02CA03,"KETOCONAZOLE ESTEVE 200 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69406163,KÉTOCONAZOLE,200 mg,False
69407386,N06AX21,"DULOXETINE BIOGARAN 30 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69407386,CHLORHYDRATE DE DULOXÉTINE,"33,678 mg",False
69410877,J01DD08,"CEFIXIME EVOLUGEN 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69410877,CÉFIXIME TRIHYDRATÉE,,False
69414103,N06AB10,"ESCITALOPRAM TEVA 5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69414103,OXALATE D'ESCITALOPRAM,,False
69416855,J01CA04,"AMOXICILLINE PANPHARMA 2 g, poudre pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69416855,AMOXICILLINE SODIQUE,"2,126 g",False
69417640,V03AC03,"DEFERASIROX TEVA 90 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69417640,DÉFÉRASIROX,90 mg,False
69419292,N02AB03,"MATRIFEN 25 microgrammes/heure, dispositif transdermique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69419292,FENTANYL,"2,75 mg",False
69419901,L04AL01,"VYVGART 20 mg/mL, solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69419901,EFGARTIGIMOD ALFA ,400 mg,False
69422609,A04AA01,"ONDANSETRON ACCORD 2 mg/ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69422609,CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ,"2,5 mg",False
69423935,J05AB14,"VALGANCICLOVIR SANDOZ 450 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69423935,CHLORHYDRATE DE VALGANCICLOVIR,,False
69424357,H02AB04,"SOLUMEDROL 1 g, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69424357,MÉTHYLPREDNISOLONE (HÉMISUCCINATE DE),"1267,30 mg",False
69424909,L02BA01,"TAMOXIFENE SANDOZ 10 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69424909,CITRATE DE TAMOXIFÈNE,,False
69426034,J01DH51,"IMIPENEM CILASTATINE VIATRIS 500 mg/500 mg, poudre pour solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69426034,IMIPÉNEM MONOHYDRATÉ,"530,10 mg",False
69427168,N06AX16,"VENLAFAXINE BIOGARAN LP 37,5 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69427168,CHLORHYDRATE DE VENLAFAXINE,,False
69431992,J07BA01,"ENCEPUR 1,5 microgrammes/0,5 ml, suspension injectable en seringue préremplie. Vaccin de l'encéphalite à tiques (inactivé, adsorbé)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69431992,VIRUS DE L'ENCÉPHALITE À TIQUES SOUCHE K23 ,"1,5 microgrammes",False
69436263,L04AX04,"LENALIDOMIDE MYLAN 15 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69436263,LÉNALIDOMIDE,15 mg,False
69437098,A06AG20,"NORMACOL LAVEMENT ADULTES, solution rectale, récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69437098,SODIUM (HYDROGÉNOPHOSPHATE DE) DODÉCAHYDRATÉ,"10,40 g",False
69437714,C08CA11,"MANIDIPINE ZENTIVA 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69437714,MANIDIPINE (DICHLORHYDRATE DE),20 mg,False
69438015,V03AC02,"DEFERIPRONE ARROW 1000 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69438015,DÉFÉRIPRONE,1000 mg,False
69439245,B01AX01,DEFITELIO 80 mg/mL solution à diluer pour perfusion,http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69439245,DÉFIBROTIDE ,80 mg,False
69440226,N06AB04,"CITALOPRAM TEVA SANTE 20 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69440226,BROMHYDRATE DE CITALOPRAM,,False
69440571,A04AD12,"APREPITANT BIOGARAN 125 mg, gélule et APREPITANT BIOGARAN 80 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69440571,APRÉPITANT,125 mg,False
69441755,A02BC05,"ESOMEPRAZOLE VIATRIS 40 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69441755,ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ,,False
69441965,A11CC05,"ZYMAD 50 000 UI, solution buvable en ampoule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69441965,CHOLÉCALCIFÉROL,50 000 UI,False
69443560,J01CF04,"ISTOPEN 1 g/5 ml, poudre et solvant pour solution injectable (IV)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69443560,OXACILLINE SODIQUE,,False
69443642,N07BC01,"BUVIDAL 8 mg, solution injectable à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69443642,BUPRÉNORPHINE,8 mg,False
69443806,J01DD02,"FORTUM 2 g, poudre pour solution injectable (IV) ou pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69443806,CEFTAZIDIME PENTAHYDRATÉE,,False
69448283,A10BA02,"METFORMINE ARROW LAB 500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69448283,CHLORHYDRATE DE METFORMINE,500 mg,False
69449143,B01AB09,"ORGARAN 750 U.I. anti Xa/0,6 ml, solution injectable en ampoule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69449143,DANAPAROÏDE SODIQUE ,750 U anti-Xa,False
69451151,N06AB10,"ESCITALOPRAM ZENTIVA 20 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69451151,OXALATE D'ESCITALOPRAM,,False
69451322,C08CA02,"FELODIPINE SANDOZ L.P. 5 mg, comprimé pelliculé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69451322,FÉLODIPINE,5 mg,False
69452417,C01BB01,"LIDOCAINE CHLORHYDRATE RENAUDIN 20 mg/mL, solution pour injection/perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69452417,LIDOCAÏNE (CHLORHYDRATE DE) MONOHYDRATÉ,,False
69458135,L04AD02,"CONFEROPORT 0,5 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69458135,TACROLIMUS MONOHYDRATÉ,,False
69458263,N07BC01,"BUPRENORPHINE TEVA 2 mg, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69458263,CHLORHYDRATE DE BUPRÉNORPHINE,,False
69458587,N02AJ06,"PARACETAMOL/CODEINE BIOGARAN 500 mg/30 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69458587,PARACÉTAMOL,"500,00 mg",False
69459098,N02BF02,"PREGABALINE ACCORD 75 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69459098,PRÉGABALINE,75 mg,False
69461099,C07AB04,"ACEBUTOLOL EG 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69461099,CHLORHYDRATE D'ACÉBUTOLOL,"221,70 mg",False
69465172,N02AB03,"FENTANYL ARROW 200 microgrammes, comprimé buccogingival",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69465172,CITRATE DE FENTANYL,,False
69466146,C10AA05,"TAHOR 40 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69466146,ATORVASTATINE CALCIQUE TRIHYDRATÉE,,False
69468186,C09AA02,"ENALAPRIL ACCORD 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69468186,ÉNALAPRIL (MALÉATE D'),20 mg,False
69468962,J01FA09,"CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69468962,CLARITHROMYCINE,"250,00 mg",False
69469719,J05AF10,"BARACLUDE 0,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69469719,ENTÉCAVIR MONOHYDRATÉ,,False
69472195,L04AX03,"METOJECT 7,5 mg/0,15 ml, solution injectable en stylo prérempli",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69472195,MÉTHOTREXATE,"7,5 mg",False
69472455,J01GB01,"TOBRAMYCINE ZENTIVA 300 mg/5 mL, solution pour inhalation par nébuliseur",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69472455,TOBRAMYCINE,300 mg,False
69473009,C09DB01,"AMLODIPINE/VALSARTAN BIOGARAN 10 mg/160 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69473009,VALSARTAN,160 mg,False
69473265,C10AA07,"ROSUVASTATINE EG 5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69473265,ROSUVASTATINE CALCIQUE,,False
69473824,V03AB25,"FLUMAZENIL VIATRIS 0,1 mg/ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69473824,FLUMAZÉNIL,"0,1 mg",False
69474926,J05AR10,"KALETRA (80 mg + 20 mg)/ml, solution buvable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69474926,LOPINAVIR,80 mg,False
69475597,L01BC06,"CAPECITABINE EG 500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69475597,CAPÉCITABINE,500 mg,False
69475939,C09AA04,"COVERSYL 2,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69475939,PÉRINDOPRIL ARGININE,"2,5 mg",False
69476628,C07BB07,"BISOPROLOL/HYDROCHLOROTHIAZIDE TEVA 2,5 mg/6,25 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69476628,HYDROCHLOROTHIAZIDE,"6,25 mg",False
69477687,C03BA11,"INDAPAMIDE VIATRIS LP 1,5 mg, comprimé pelliculé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69477687,INDAPAMIDE,"1,50 mg",False
69481162,C10AA03,"PRAVASTATINE EG 20 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=69481162,PRAVASTATINE SODIQUE,20 mg,False
